,通知内容,通知部门,通知时间
11629,关于组织相关单位申报富布赖特专家项目的通知,国际合作与交流处（港澳台办公室）,2019-04-08
11630,教学午餐会（总第15期）：从说课到新工科背景下的课程设计,教务处,2019-04-08
11631,关于举办首期“红色园丁”工作论坛（沙龙）的通知,学生工作部,2019-04-08
11632,关于聘任王峰为副教授职务的通知,人力资源和社会保障处,2019-04-08
11633,关于积极参加吉林省首届科普摄影大赛活动的通知,科学技术协会秘书处办公室,2019-04-08
11634,关于做好2019年春季学期开放性创新实验项目教学工作的通知,教务处,2019-04-08
11635,关于举办离退休职工2019年门球比赛 暨年度活动情况总结表彰的通知,离退休工作处,2019-04-08
11636,关于组织我校学生参加韩国西江大学2019年“国际学生夏令营”短期交流项目的通知,国际合作与交流处（港澳台办公室）,2019-04-08
11637,关于开展吉林省生态环境厅2019年环境科研项目申报工作的通知,科学技术处,2019-04-08
11638,关于进一步规范研究生导师信息录入及更换有关事项的意见,研究生院,2019-04-08
11639,关于进一步规范和加强研究生培养管理的意见,研究生院,2019-04-08
11640,关于举办吉林大学阳光体育系列活动第十九届学生男子足球院系杯比赛的通知,体育学院,2019-04-08
11641,关于举办吉林大学第十二届教职工羽毛球团体赛的通知,工会,2019-04-08
11642,关于申报海军装备2019年预研项目的通知,先进技术研究院,2019-04-08
11643,2019年4月研究生校园地国家助学贷款催缴工作通知,研究生院,2019-04-08
11644,关于组织我校学生参加加拿大麦吉尔大学2019年暑期“专业课程学习”项目的通知,国际合作与交流处（港澳台办公室）,2019-04-08
11645,关于对王庆丰进行考察的预告,党委组织部,2019-04-08
11646,关于开展2019年度在线课程建设项目申报工作的通知,教务处,2019-04-08
11647,关于崔田职务任免的通知,党委组织部,2019-04-07
11648,关于公示2019-2020学年秋季学期赴台湾地区高校交换学习项目（第一批）推荐名单的通知,国际合作与交流处（港澳台办公室）,2019-04-04
11649,关于选派我校学生于2019-2020学年秋季学期赴台湾高校交换学习的通知（第二批）,国际合作与交流处（港澳台办公室）,2019-04-04
11650,关于编制上报2019年“二上”支出预算的通知,财务处,2019-04-04
11651,关于组织参加2019年第一期吉林省高校“双困学生”就业能力提升培训的通知,学生就业创业指导与服务中心,2019-04-04
